COND天气状况,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WDIR风向,WSC风力,WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
雷阵雨,27.8,27.9,997,81,0.0,4,1,1.3,59.0,42.0,51.0,33.0,2.0,63.0,0.7
雷阵雨,27.3,27.6,997,84,0.0,4,1,0.8,42.0,29.0,0.0,24.0,2.0,56.0,0.5
雷阵雨,26.4,26.7,996,89,0.0,3,1,1.1,16.0,8.0,0.0,25.0,2.0,50.0,0.2
雷阵雨,26.3,26.8,996,91,0.0,2,1,0.6,26.0,11.0,0.0,52.0,2.0,49.0,0.2
雷阵雨,26.4,26.9,997,91,0.0,2,1,0.6,15.0,7.0,0.0,24.0,2.0,46.0,0.2
雷阵雨,26.4,26.9,997,91,0.0,2,1,0.7,16.0,11.0,0.0,26.0,2.0,44.0,0.2
阴,27.2,27.6,998,88,0.0,2,1,1.0,102.0,76.0,0.0,24.0,2.0,40.0,0.3
雷阵雨,28.5,28.0,1000,73,0.0,2,1,3.2,76.0,39.0,102.0,34.0,2.0,149.0,0.7
雷阵雨,27.0,26.5,999,77,0.0,2,1,3.2,73.0,40.0,95.0,35.0,2.0,115.0,0.7
雷阵雨,26.3,26.2,999,81,0.0,2,1,0.9,66.0,34.0,82.0,41.0,2.0,84.0,0.7
雷阵雨,25.5,25.5,999,87,0.0,2,1,1.2,70.0,47.0,90.0,47.0,2.0,63.0,0.8
雷阵雨,25.7,25.7,999,87,0.0,2,1,1.5,87.0,64.0,97.0,54.0,2.0,47.0,1.0
雷阵雨,25.9,25.9,999,83,0.0,2,1,0.7,49.0,24.0,0.0,14.0,2.0,156.0,0.3
雷阵雨,25.8,25.7,999,85,0.0,2,1,1.9,47.0,23.0,0.0,14.0,2.0,148.0,0.3
雷阵雨,25.5,25.5,1000,86,0.0,2,1,1.1,48.0,19.0,0.0,13.0,2.0,152.0,0.3
雷阵雨,25.9,25.7,1000,82,0.0,2,1,1.5,72.0,52.0,77.0,77.0,2.0,2.0,1.0
雷阵雨,26.3,26.2,1001,81,0.0,4,1,1.0,79.0,58.0,93.0,70.0,2.0,2.0,1.0
雷阵雨,26.7,26.5,1001,80,0.0,2,1,1.4,85.0,63.0,83.0,60.0,2.0,13.0,1.0
雷阵雨,28.4,28.3,1001,76,0.0,4,1,1.5,89.0,66.0,85.0,64.0,2.0,23.0,1.1
雷阵雨,31.2,31.1,1001,70,0.0,2,1,2.4,66.0,34.0,82.0,41.0,2.0,84.0,0.7
雷阵雨,32.6,32.5,1001,66,0.0,2,1,1.8,67.0,36.0,83.0,47.0,2.0,71.0,0.7
雷阵雨,32.7,32.6,1000,65,0.0,4,1,0.8,70.0,47.0,90.0,47.0,2.0,63.0,0.8
雷阵雨,33.3,33.2,999,66,0.0,2,1,2.1,87.0,64.0,97.0,54.0,2.0,47.0,1.0
雷阵雨,33.5,33.4,999,66,0.0,2,4,3.4,90.0,67.0,89.0,57.0,2.0,25.0,1.0
雷阵雨,33.5,33.5,1000,67,0.0,4,1,2.8,92.0,68.0,82.0,52.0,2.0,19.0,1.2
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
中雨,15.0,15.0,15,15,15.0,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
晴,31.9,31.3,997,59,0.0,2,1,0.8,82.0,60.0,65.0,9.0,2.0,163.0,0.9
晴,30.5,30.6,997,73,0.0,6,1,1.2,100.0,75.0,89.0,11.0,2.0,146.0,1.0
晴,29.6,30.2,998,83,0.0,6,1,0.8,123.0,93.0,93.0,13.0,2.0,133.0,1.1
晴,29.5,29.7,999,79,0.0,2,1,2.5,128.0,97.0,111.0,16.0,2.0,116.0,1.2
晴,28.8,28.5,999,74,0.0,2,1,2.5,142.0,108.0,113.0,15.0,2.0,98.0,1.2
晴,27.7,26.1,1000,57,0.0,2,1,2.6,152.0,116.0,117.0,30.0,2.0,42.0,1.3
晴,26.6,25.1,999,59,0.0,2,1,2.2,173.0,131.0,0.0,24.0,2.0,46.0,1.3
晴,23.8,23.5,1001,73,0.0,2,1,0.9,124.0,94.0,0.0,20.0,2.0,33.0,1.0
晴,27.2,26.1,1001,63,0.0,4,1,1.7,202.0,152.0,0.0,11.0,2.0,50.0,1.3
晴,28.4,27.0,1001,57,0.0,4,1,1.8,213.0,163.0,0.0,11.0,2.0,57.0,1.4
晴,29.3,28.1,1001,56,0.0,4,1,1.2,179.0,135.0,0.0,16.0,2.0,51.0,1.4
多云,31.9,30.9,999,58,0.0,6,1,2.9,186.0,140.0,0.0,5.0,2.0,237.0,1.5
多云,28.5,28.3,999,74,0.0,6,1,1.4,163.0,124.0,129.0,6.0,2.0,193.0,1.8
多云,28.0,27.7,999,76,0.0,6,1,2.1,160.0,122.0,0.0,6.0,2.0,176.0,2.0
晴,30.5,29.0,1000,53,0.0,8,1,2.3,163.0,124.0,0.0,5.0,2.0,156.0,1.6
多云,26.8,26.7,999,81,0.0,6,1,1.8,159.0,121.0,0.0,5.0,2.0,125.0,1.4
多云,26.5,26.3,999,81,0.0,6,1,1.9,169.0,128.0,0.0,5.0,2.0,107.0,1.2
晴,32.9,31.4,999,50,0.0,6,1,2.7,183.0,138.0,0.0,6.0,2.0,98.0,1.2
多云,25.0,24.4,999,88,0.0,6,1,0.7,95.0,71.0,0.0,3.0,2.0,114.0,0.9
多云,27.0,27.1,999,81,0.0,8,1,0.6,142.0,108.0,0.0,9.0,2.0,45.0,1.3
多云,29.3,29.0,999,70,0.0,2,1,1.2,236.0,186.0,0.0,7.0,2.0,70.0,1.5
多云,26.8,26.7,999,81,0.0,6,1,1.8,251.0,201.0,0.0,8.0,2.0,41.0,2.0
多云,26.5,26.3,999,81,0.0,6,1,1.9,258.0,208.0,0.0,7.0,2.0,53.0,2.4
多云,26.4,26.1,999,78,0.0,6,1,1.3,297.0,247.0,0.0,8.0,2.0,72.0,2.6
多云,25.7,25.6,999,83,0.0,6,1,0.9,296.0,246.0,0.0,7.0,2.0,65.0,2.6
多云,25.3,25.1,998,85,0.0,6,1,1.7,284.0,234.0,0.0,9.0,2.0,81.0,2.3
多云,25.0,24.4,999,88,0.0,6,1,0.7,287.0,237.0,0.0,14.0,2.0,76.0,2.5
多云,25.2,25.2,999,89,0.0,6,1,1.5,125.0,95.0,0.0,8.0,2.0,89.0,1.0
多云,27.0,27.1,999,81,0.0,8,1,0.6,65.0,47.0,0.0,9.0,2.0,93.0,0.9
多云,29.3,29.0,999,70,0.0,2,1,1.2,80.0,59.0,0.0,12.0,2.0,77.0,0.9
多云,30.7,30.4,998,64,0.0,6,1,0.4,57.0,40.0,0.0,10.0,2.0,56.0,0.8
多云,31.9,31.3,998,60,0.0,2,1,1.1,57.0,40.0,40.0,15.0,2.0,48.0,0.9
多云,30.5,30.4,997,70,0.0,8,1,1.3,80.0,59.0,0.0,9.0,2.0,112.0,1.1
多云,30.1,30.1,997,72,0.0,6,1,0.9,119.0,90.0,0.0,13.0,2.0,111.0,1.3
多云,29.3,29.5,998,76,0.0,6,1,0.7,128.0,97.0,0.0,15.0,2.0,93.0,1.4
多云,29.5,29.6,999,76,0.0,6,1,1.2,143.0,109.0,0.0,17.0,2.0,72.0,1.5
多云,28.9,29.1,999,78,0.0,6,1,0.7,165.0,125.0,0.0,20.0,2.0,58.0,1.6
多云,28.5,28.9,999,82,0.0,2,1,0.7,122.0,92.0,0.0,24.0,2.0,33.0,1.3
多云,27.9,28.4,998,84,0.0,4,1,0.3,107.0,80.0,0.0,18.0,2.0,38.0,1.2
多云,27.1,27.2,998,84,0.0,2,1,1.8,85.0,63.0,0.0,7.0,2.0,72.0,1.0
多云,26.9,27.1,1000,87,0.0,2,1,1.6,85.0,63.0,0.0,6.0,2.0,72.0,1.0
多云,26.9,26.9,1000,84,0.0,2,1,2.1,88.0,65.0,0.0,8.0,2.0,68.0,1.0
多云,27.2,27.1,1001,81,0.0,2,1,1.8,108.0,81.0,0.0,12.0,2.0,67.0,1.1
多云,27.3,27.2,1001,80,0.0,2,1,1.8,98.0,73.0,0.0,15.0,2.0,51.0,1.1
多云,27.2,27.1,1002,80,0.0,2,1,1.7,74.0,54.0,0.0,17.0,2.0,32.0,1.2
多云,28.3,27.8,1002,73,0.0,2,1,3.1,58.0,41.0,0.0,14.0,2.0,30.0,1.0
多云,31.2,31.2,1001,71,0.0,2,1,1.9,68.0,49.0,64.0,0.0,0.0,84.0,1.1
多云,32.3,32.4,1001,68,0.0,6,1,1.0,89.0,66.0,75.0,11.0,2.0,93.0,1.1
多云,32.8,32.8,1001,67,0.0,6,1,1.2,109.0,82.0,84.0,9.0,2.0,126.0,1.5
多云,33.0,32.7,1001,64,0.0,6,1,2.1,189.0,142.0,0.0,0.0,0.0,159.0,1.5
雷阵雨,31.5,31.5,1001,72,0.0,4,1,3.3,80.0,59.0,84.0,40.0,2.0,173.0,1.6
雷阵雨,30.6,30.8,1002,75,0.0,4,1,1.8,105.0,79.0,80.0,43.0,2.0,158.0,1.8
雷阵雨,30.4,30.6,1002,76,0.0,4,1,2.4,134.0,102.0,128.0,56.0,2.0,127.0,2.4
雷阵雨,29.9,30.0,1003,78,0.0,4,1,3.1,170.0,129.0,133.0,50.0,2.0,124.0,2.7
雷阵雨,29.6,30.0,1003,81,0.0,4,1,1.9,178.0,134.0,0.0,41.0,2.0,125.0,2.8
雷阵雨,28.9,29.3,1003,84,0.0,4,1,2.9,178.0,134.0,0.0,46.0,2.0,90.0,2.8
雷阵雨,28.5,29.1,1003,87,0.0,2,1,1.2,208.0,158.0,0.0,49.0,2.0,59.0,3.1
雷阵雨,28.0,28.6,1003,89,0.0,2,1,1.6,222.0,172.0,0.0,64.0,2.0,35.0,3.4
雷阵雨,27.6,28.0,1003,89,0.0,4,1,2.4,231.0,181.0,0.0,97.0,15.0,2.0,3.7
雷阵雨,27.4,27.9,1003,90,0.0,2,1,1.9,228.0,178.0,0.0,82.0,2.0,8.0,3.4
雷阵雨,27.3,27.8,1003,90,0.0,2,1,2.0,203.0,153.0,0.0,81.0,2.0,10.0,2.7
雷阵雨,27.2,27.7,1004,91,0.0,2,1,2.1,99.0,74.0,0.0,93.0,2.0,3.0,1.4
雷阵雨,27.3,27.8,1004,91,0.0,4,1,2.0,97.0,72.0,0.0,80.0,2.0,2.0,1.5
雷阵雨,27.6,28.0,1004,89,0.0,2,1,2.4,89.0,66.0,0.0,54.0,2.0,22.0,1.3
雷阵雨,27.0,27.4,1005,91,0.0,2,1,2.2,74.0,54.0,65.0,47.0,2.0,71.0,1.3
雷阵雨,26.9,27.6,1005,94,0.0,2,1,1.4,52.0,36.0,0.0,43.0,2.0,96.0,0.9
雷阵雨,28.3,28.8,1004,88,0.0,2,1,2.6,36.0,25.0,0.0,16.0,2.0,111.0,0.6
雷阵雨,30.4,30.5,1004,75,0.0,6,1,1.8,44.0,25.0,25.0,11.0,2.0,140.0,0.6
雷阵雨,31.0,31.4,1004,75,0.0,8,1,0.8,46.0,22.0,0.0,8.0,2.0,146.0,0.6
雷阵雨,31.2,31.4,1001,74,0.0,2,1,1.7,47.0,22.0,0.0,9.0,2.0,149.0,0.6
雷阵雨,30.0,30.4,1002,80,0.0,8,1,2.2,63.0,27.0,45.0,12.0,2.0,170.0,0.7
阴,27.7,26.8,1004,65,0.0,6,1,1.3,78.0,33.0,40.0,13.0,2.0,182.0,0.7
阴,25.3,24.8,1005,83,0.0,4,4,3.5,57.0,40.0,64.0,33.0,2.0,111.0,0.8
阴,24.6,24.0,1006,84,0.0,2,1,1.5,60.0,43.0,63.0,42.0,2.0,97.0,0.9
阴,23.9,23.1,1006,86,0.0,2,1,1.9,69.0,50.0,78.0,45.0,2.0,86.0,0.9
阴,23.8,23.2,1005,85,0.0,2,1,1.2,77.0,56.0,93.0,49.0,2.0,74.0,1.1
阴,23.7,23.1,1004,85,0.0,2,1,0.9,104.0,78.0,98.0,41.0,2.0,82.0,1.4
阴,23.7,23.0,1004,86,0.0,4,1,1.7,112.0,84.0,88.0,43.0,2.0,65.0,1.5
阴,23.4,22.7,1004,87,0.0,4,1,1.4,125.0,95.0,98.0,50.0,2.0,50.0,1.6
阴,23.6,22.7,1005,86,0.0,2,1,2.9,139.0,106.0,108.0,56.0,2.0,32.0,1.6
阴,23.8,23.1,1006,84,0.0,2,1,1.5,147.0,112.0,0.0,57.0,2.0,19.0,1.7
阴,24.0,23.3,1006,83,0.0,4,1,2.2,133.0,101.0,0.0,63.0,2.0,8.0,1.5
阴,26.6,26.2,1006,76,0.0,6,1,1.4,159.0,121.0,0.0,53.0,2.0,83.0,1.8
阴,28.0,27.6,1005,70,0.0,8,1,0.6,120.0,91.0,0.0,34.0,2.0,145.0,1.2
阴,27.8,27.3,1005,74,0.0,2,1,3.3,93.0,69.0,0.0,33.0,2.0,190.0,1.0
阴,26.4,25.9,1005,81,0.0,2,4,4.4,99.0,41.0,0.0,0.0,2.0,199.0,0.8
阴,27.1,26.5,1005,77,0.0,2,4,5.1,120.0,43.0,45.0,15.0,2.0,239.0,0.8
阴,28.0,27.5,1004,75,0.0,2,4,3.4,137.0,45.0,49.0,17.0,2.0,273.0,0.9
阴,28.1,27.7,1004,75,0.0,2,1,3.2,147.0,48.0,69.0,20.0,2.0,293.0,0.9
阴,28.2,28.0,1004,74,0.0,2,1,1.3,148.0,71.0,112.0,0.0,2.0,296.0,1.0
阴,28.2,28.0,1004,75,0.0,2,1,1.3,136.0,59.0,71.0,26.0,2.0,271.0,1.0
阴,27.8,27.6,1004,77,0.0,2,1,1.8,126.0,56.0,67.0,28.0,2.0,251.0,1.0
阴,27.6,27.5,1005,78,0.0,2,1,1.2,89.0,42.0,0.0,30.0,2.0,191.0,0.9
阴,27.4,27.3,1006,78,0.0,2,1,1.2,83.0,61.0,87.0,45.0,2.0,144.0,1.0
阴,27.3,27.3,1006,80,0.0,2,1,1.0,83.0,61.0,99.0,54.0,2.0,109.0,1.1
阴,26.9,26.8,1005,81,0.0,2,1,1.3,97.0,72.0,89.0,57.0,2.0,87.0,1.1
阴,26.7,26.6,1005,81,0.0,3,1,1.2,102.0,76.0,83.0,41.0,2.0,128.0,1.3
阴,26.5,26.5,1005,81,0.0,2,1,0.6,102.0,76.0,83.0,41.0,2.0,128.0,1.3
阴,26.4,26.3,1004,82,0.0,2,1,1.6,100.0,75.0,0.0,31.0,2.0,96.0,1.1
阴,27.1,27.0,1006,80,0.0,2,1,1.7,118.0,89.0,0.0,37.0,2.0,72.0,1.5
阴,28.3,28.2,1006,75,0.0,8,1,1.2,153.0,117.0,123.0,64.0,4.0,59.0,1.7
阴,29.3,29.0,1006,71,0.0,2,1,2.0,163.0,124.0,0.0,55.0,4.0,93.0,1.6
阴,29.4,29.0,1006,71,0.0,2,1,2.2,172.0,130.0,0.0,49.0,4.0,142.0,1.6
阴,29.2,29.1,1006,74,0.0,2,1,1.3,169.0,128.0,0.0,38.0,3.0,199.0,1.6
阴,29.9,29.8,1005,73,0.1,6,1,2.2,150.0,115.0,128.0,31.0,2.0,235.0,1.9
阴,30.9,30.3,1004,64,0.0,4,1,2.2,163.0,124.0,125.0,26.0,2.0,243.0,2.0
阴,31.2,30.7,1004,63,0.0,2,1,1.1,145.0,111.0,0.0,23.0,2.0,221.0,1.8
晴,31.4,30.9,1004,63,0.0,2,1,1.3,138.0,105.0,112.0,23.0,2.0,220.0,1.6
晴,30.9,30.6,1003,66,0.0,4,1,1.3,130.0,99.0,107.0,26.0,2.0,218.0,1.6
晴,29.8,29.6,1004,71,0.0,4,1,1.2,127.0,96.0,97.0,27.0,2.0,200.0,1.6
晴,29.2,29.2,1005,74,0.0,4,1,1.1,123.0,93.0,98.0,28.0,2.0,186.0,1.5
晴,28.9,28.8,1006,74,0.0,4,1,1.0,130.0,99.0,107.0,29.0,2.0,170.0,1.7
晴,27.8,28.0,1006,82,0.0,6,1,1.3,139.0,106.0,119.0,29.0,2.0,154.0,1.8
晴,27.4,27.7,1006,85,0.0,6,1,0.9,139.0,106.0,0.0,32.0,2.0,122.0,1.5
晴,27.1,27.3,1006,85,0.0,6,1,1.0,89.0,66.0,0.0,31.0,2.0,106.0,1.2
晴,26.5,26.7,1006,88,0.0,6,1,1.4,73.0,53.0,0.0,28.0,2.0,91.0,1.0
晴,26.0,26.3,1006,89,0.0,6,1,0.6,74.0,54.0,54.0,42.0,2.0,57.0,0.9
晴,26.0,26.3,1006,91,0.0,6,1,1.1,73.0,53.0,59.0,32.0,2.0,48.0,0.9
晴,26.2,26.6,1005,90,0.0,8,1,0.6,93.0,69.0,69.0,40.0,2.0,29.0,1.4
晴,25.5,25.7,1006,92,0.0,6,1,2.0,100.0,75.0,0.0,41.0,2.0,19.0,1.7
晴,25.4,25.6,1006,93,0.0,6,1,1.7,103.0,77.0,0.0,43.0,2.0,13.0,2.1
晴,26.1,26.6,1006,92,0.0,6,1,0.7,117.0,88.0,0.0,52.0,2.0,6.0,1.5
晴,28.2,27.7,1007,71,0.0,2,1,1.7,104.0,78.0,88.0,57.0,2.0,2.0,1.2
晴,30.8,29.3,1007,56,0.0,2,4,4.1,114.0,86.0,0.0,39.0,2.0,38.0,1.1
晴,31.2,29.9,1007,55,0.0,2,1,3.0,105.0,79.0,0.0,33.0,2.0,61.0,1.0
晴,31.6,30.2,1006,53,0.0,2,1,2.9,87.0,64.0,0.0,31.0,2.0,87.0,0.9
晴,32.1,30.9,1006,55,0.0,2,1,3.1,77.0,56.0,0.0,33.0,3.0,106.0,0.8
晴,32.5,31.2,1005,51,0.0,4,1,1.6,80.0,59.0,0.0,21.0,3.0,128.0,0.7
晴,32.6,31.2,1005,50,0.0,2,1,2.0,75.0,55.0,0.0,17.0,2.0,157.0,0.7
晴,32.8,31.6,1005,51,0.0,4,1,1.3,58.0,41.0,49.0,18.0,2.0,161.0,0.7
晴,32.5,31.2,1004,53,0.0,4,1,2.4,70.0,47.0,0.0,17.0,2.0,176.0,0.7
晴,31.9,30.6,1004,53,0.0,4,1,2.3,68.0,47.0,56.0,19.0,2.0,174.0,0.9
晴,31.0,30.0,1004,56,0.0,4,1,1.3,69.0,50.0,64.0,19.0,2.0,167.0,0.9
晴,29.8,29.1,1005,64,0.0,6,1,1.8,75.0,55.0,84.0,25.0,2.0,156.0,0.9
晴,28.9,28.4,1006,69,0.0,6,1,1.8,89.0,66.0,106.0,28.0,2.0,154.0,1.0
晴,28.3,27.9,1006,71,0.0,6,1,1.5,127.0,96.0,123.0,31.0,2.0,128.0,1.0
晴,27.7,27.3,1006,75,0.0,6,1,2.5,129.0,98.0,0.0,32.0,2.0,106.0,1.0
晴,27.3,27.0,1006,77,0.0,6,1,2.2,119.0,90.0,0.0,34.0,2.0,88.0,1.0
晴,26.7,26.6,1006,80,0.0,6,1,1.2,135.0,103.0,0.0,37.0,2.0,72.0,1.0
晴,26.2,26.2,1006,83,0.0,6,1,1.0,152.0,116.0,0.0,38.0,2.0,67.0,1.0
晴,25.7,25.7,1006,86,0.0,6,1,0.9,148.0,113.0,0.0,44.0,8.0,41.0,1.0
晴,25.7,25.7,1006,86,0.0,6,1,1.3,158.0,120.0,0.0,46.0,2.0,29.0,0.9
晴,25.2,25.2,1006,89,0.0,6,1,1.3,155.0,118.0,0.0,46.0,2.0,26.0,1.0
晴,27.3,27.4,1006,81,0.0,2,1,0.9,159.0,121.0,0.0,50.0,2.0,14.0,1.1
晴,28.8,28.5,1006,72,0.0,2,1,1.5,153.0,117.0,0.0,56.0,2.0,14.0,1.4
晴,29.9,29.5,1007,67,0.0,8,1,1.4,165.0,125.0,0.0,59.0,2.0,45.0,1.2
晴,31.5,30.8,1007,60,0.0,2,1,1.7,163.0,124.0,0.0,55.0,2.0,77.0,1.2
晴,32.4,31.6,1006,56,0.0,2,1,1.1,134.0,102.0,0.0,34.0,2.0,123.0,1.1
晴,33.4,32.5,1006,52,0.0,4,1,0.8,113.0,85.0,88.0,28.0,2.0,140.0,1.1
晴,34.0,32.7,1006,49,0.0,4,1,1.7,125.0,95.0,104.0,24.0,2.0,150.0,1.0
晴,34.4,33.1,1005,49,0.0,4,1,2.0,122.0,92.0,0.0,21.0,2.0,166.0,1.0
晴,33.9,32.7,1005,52,0.0,6,1,2.7,124.0,94.0,107.0,20.0,2.0,155.0,1.0
晴,34.3,33.2,1005,52,0.0,6,1,2.0,132.0,100.0,106.0,21.0,2.0,143.0,1.1
多云,33.4,32.5,1004,55,0.0,6,1,1.9,135.0,103.0,115.0,24.0,2.0,157.0,1.1
多云,31.9,31.4,1004,63,0.0,6,1,1.6,130.0,99.0,105.0,25.0,2.0,154.0,1.1
多云,31.2,30.7,1005,64,0.0,6,1,1.5,122.0,92.0,106.0,27.0,2.0,135.0,1.1
多云,30.4,30.2,1005,69,0.0,6,1,1.5,134.0,102.0,125.0,30.0,2.0,122.0,1.1
多云,29.4,29.4,1006,76,0.0,6,1,2.1,144.0,110.0,128.0,37.0,2.0,100.0,1.1
多云,28.5,28.7,1006,82,0.0,6,1,2.3,153.0,117.0,127.0,43.0,2.0,80.0,1.1
多云,28.1,28.3,1006,82,0.0,6,1,1.7,108.0,81.0,0.0,30.0,2.0,100.0,0.8
多云,27.8,27.9,1006,80,0.0,6,1,1.1,35.0,24.0,0.0,18.0,2.0,92.0,0.6
多云,27.3,27.4,1006,82,0.0,6,1,1.4,33.0,23.0,0.0,25.0,2.0,58.0,0.7
多云,26.9,27.0,1006,83,0.0,6,1,1.3,28.0,19.0,0.0,17.0,2.0,71.0,0.7
多云,26.6,26.6,1006,83,0.0,6,1,1.3,33.0,23.0,0.0,18.0,2.0,71.0,0.7
多云,26.6,26.8,1007,84,0.0,8,1,0.5,28.0,19.0,0.0,22.0,2.0,71.0,0.7
晴,27.5,27.2,1007,75,0.0,6,1,1.5,30.0,21.0,0.0,19.0,2.0,80.0,0.7
晴,28.2,28.0,1007,75,0.0,6,1,1.2,30.0,21.0,0.0,22.0,2.0,80.0,0.7
晴,29.0,28.3,1007,65,0.0,8,1,1.5,35.0,24.0,30.0,23.0,2.0,75.0,0.8
晴,30.3,29.8,1007,65,0.0,6,1,1.2,40.0,28.0,38.0,26.0,2.0,65.0,0.8
多云,32.0,31.4,1005,63,0.0,4,1,3.0,33.0,23.0,0.0,24.0,2.0,76.0,0.9
多云,32.2,31.6,1004,63,0.0,4,1,3.0,39.0,27.0,0.0,20.0,2.0,96.0,0.8
多云,32.8,32.1,1005,61,0.0,4,1,3.1,43.0,16.0,0.0,13.0,2.0,137.0,0.6
多云,32.0,31.5,1004,64,0.0,4,1,3.0,41.0,13.0,14.0,12.0,2.0,131.0,0.6
多云,31.4,31.0,1004,66,0.0,6,1,2.3,44.0,12.0,0.0,12.0,2.0,139.0,0.6
多云,30.9,30.4,1005,66,0.0,6,1,2.3,42.0,18.0,41.0,20.0,2.0,132.0,0.7
多云,30.3,30.0,1005,69,0.0,4,1,1.6,46.0,19.0,46.0,26.0,2.0,111.0,0.7
多云,29.6,29.2,1006,69,0.0,6,1,2.1,43.0,26.0,43.0,36.0,2.0,94.0,0.8
多云,28.9,28.3,1006,70,0.0,6,1,2.6,54.0,36.0,57.0,48.0,2.0,58.0,0.9
多云,28.3,27.8,1007,71,0.0,4,1,2.1,52.0,34.0,54.0,50.0,2.0,51.0,0.9
多云,27.9,27.3,1007,71,0.0,4,1,1.9,49.0,32.0,49.0,54.0,2.0,32.0,0.9
多云,27.1,27.0,1007,80,0.0,4,1,1.6,48.0,33.0,41.0,69.0,2.0,21.0,0.9
多云,26.5,26.5,1006,84,0.0,6,1,1.2,63.0,45.0,61.0,66.0,2.0,28.0,1.1
多云,25.8,26.0,1006,89,0.0,2,1,0.7,73.0,53.0,60.0,48.0,2.0,27.0,1.2
多云,25.5,25.6,1006,89,0.0,4,1,1.4,84.0,62.0,0.0,39.0,2.0,19.0,1.3
多云,25.6,25.8,1007,91,0.0,2,1,1.7,80.0,59.0,0.0,42.0,2.0,12.0,1.3
多云,26.4,26.6,1007,87,0.0,2,1,1.4,78.0,57.0,0.0,48.0,2.0,12.0,1.2
多云,27.0,27.1,1007,83,0.0,2,1,1.2,64.0,46.0,0.0,58.0,2.0,7.0,1.0
多云,28.9,28.4,1007,69,0.0,4,1,1.8,78.0,57.0,76.0,58.0,2.0,15.0,1.2
多云,29.3,28.9,1007,69,0.0,2,1,1.3,77.0,56.0,0.0,34.0,3.0,52.0,1.0
多云,30.4,29.8,1006,64,0.0,4,1,1.6,32.0,22.0,0.0,24.0,5.0,78.0,0.7
多云,31.1,30.3,1006,60,0.0,2,1,1.7,30.0,14.0,0.0,15.0,3.0,94.0,0.5
多云,31.8,30.8,1006,57,0.0,4,1,2.0,37.0,14.0,20.0,16.0,3.0,116.0,0.5
多云,32.0,30.9,1005,54,0.0,6,1,1.5,46.0,18.0,35.0,13.0,2.0,146.0,0.5
多云,32.8,31.5,1004,52,0.0,6,1,2.6,54.0,21.0,37.0,14.0,2.0,163.0,0.6
多云,32.8,31.8,1004,54,0.0,6,1,1.5,49.0,24.0,0.0,13.0,2.0,155.0,0.5
阴,31.8,30.8,1004,59,0.0,6,4,3.8,47.0,19.0,24.0,12.0,2.0,149.0,0.5
阴,31.4,30.8,1004,64,0.0,4,1,2.6,49.0,17.0,31.0,14.0,2.0,154.0,0.6
阴,30.5,30.1,1004,68,0.0,4,1,2.7,47.0,22.0,40.0,19.0,2.0,149.0,0.7
阴,29.8,29.8,1004,74,0.0,4,1,1.7,57.0,25.0,64.0,26.0,2.0,145.0,0.8
阴,29.4,29.4,1005,76,0.0,4,1,2.1,59.0,38.0,68.0,35.0,4.0,146.0,1.3
阴,29.2,29.3,1004,77,0.0,4,1,1.5,64.0,46.0,71.0,41.0,5.0,130.0,1.4
阴,28.9,29.0,1004,78,0.0,4,1,1.9,69.0,50.0,88.0,47.0,4.0,106.0,1.4
阴,28.6,28.8,1004,80,0.0,4,1,1.2,65.0,47.0,61.0,53.0,3.0,81.0,1.4
阴,28.1,28.3,1004,82,0.0,4,1,1.2,55.0,39.0,41.0,46.0,3.0,73.0,1.3
阴,27.9,28.3,1004,85,0.0,6,1,1.3,50.0,35.0,43.0,64.0,3.0,48.0,1.2
阴,27.1,27.5,1004,89,0.0,6,1,1.3,56.0,39.0,61.0,73.0,3.0,31.0,1.2
阴,26.8,27.3,1003,91,0.0,6,1,1.4,57.0,40.0,49.0,69.0,2.0,19.0,1.2
阴,26.6,27.1,1003,92,0.0,6,1,0.8,48.0,33.0,36.0,63.0,2.0,14.0,1.1
阴,26.7,27.3,1003,92,0.0,4,1,0.7,46.0,32.0,42.0,85.0,2.0,2.0,1.0
多云,27.2,27.8,1004,90,0.0,6,1,0.7,53.0,31.0,56.0,70.0,2.0,11.0,1.0
多云,29.2,29.6,1003,81,0.0,4,1,0.8,53.0,37.0,50.0,60.0,3.0,25.0,1.2
多云,30.4,30.4,1003,72,0.0,4,1,1.2,64.0,46.0,58.0,70.0,7.0,40.0,1.2
多云,31.0,30.7,1003,68,0.0,6,1,1.8,54.0,38.0,45.0,52.0,12.0,76.0,1.3
