COND天气状况,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WDIR风向,WSC风力,WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
霾,20.1,19.5,998,62,0.0,2,1,1.5,235.0,185.0,0.0,37.0,28.0,71.0,2.9
霾,21.2,20.6,997,61,0.0,2,1,2.3,246.0,196.0,0.0,42.0,47.0,87.0,3.2
霾,23.5,23.4,997,56,0.0,2,1,2.1,254.0,204.0,0.0,42.0,58.0,104.0,3.3
霾,25.0,25.1,997,54,0.0,2,1,2.8,262.0,212.0,213.0,49.0,56.0,120.0,3.2
霾,26.4,24.6,997,53,0.0,6,1,1.8,272.0,222.0,226.0,49.0,51.0,148.0,3.1
霾,28.0,26.2,996,52,0.0,4,1,2.5,267.0,217.0,225.0,44.0,49.0,191.0,3.1
霾,30.9,28.8,994,42,0.0,6,1,1.7,276.0,226.0,251.0,32.0,35.0,258.0,2.3
霾,30.4,28.3,994,46,0.0,6,1,2.7,271.0,221.0,0.0,25.0,33.0,287.0,2.0
阵雨,30.2,28.6,994,47,0.0,4,1,0.9,268.0,218.0,0.0,28.0,31.0,302.0,1.9
阵雨,29.7,27.3,994,42,0.0,6,1,2.4,225.0,175.0,215.0,26.0,26.0,264.0,1.6
阵雨,29.4,26.2,995,31,0.0,6,1,2.5,205.0,155.0,166.0,30.0,19.0,203.0,1.6
阵雨,28.1,25.2,998,37,0.0,6,1,3.0,218.0,168.0,0.0,42.0,16.0,169.0,1.9
阵雨,27.4,25.0,998,43,0.0,6,1,2.3,264.0,214.0,226.0,57.0,17.0,150.0,2.6
阵雨,26.6,24.2,998,47,0.0,6,4,3.4,231.0,181.0,0.0,54.0,15.0,102.0,1.8
阵雨,25.8,23.5,998,49,0.0,6,1,3.1,79.0,55.0,107.0,40.0,9.0,83.0,0.7
阵雨,25.1,23.4,999,53,0.0,8,1,1.4,95.0,53.0,140.0,34.0,8.0,94.0,0.7
阵雨,23.8,23.7,999,39,0.0,8,4,4.3,77.0,54.0,104.0,28.0,8.0,96.0,0.7
阵雨,22.7,22.5,1000,38,0.0,2,4,3.4,75.0,55.0,0.0,18.0,4.0,86.0,0.5
阵雨,19.8,18.7,1002,38,0.0,2,4,4.4,83.0,44.0,115.0,13.0,3.0,83.0,0.4
阵雨,18.8,17.3,1003,39,0.0,8,6,8.0,62.0,44.0,59.0,9.0,2.0,97.0,0.3
阵雨,18.2,16.9,1005,40,0.0,8,4,7.3,80.0,31.0,110.0,7.0,2.0,105.0,0.3
阵雨,15.6,14.1,1005,60,0.0,2,4,6.1,124.0,71.0,197.0,10.0,2.0,95.0,0.3
阵雨,14.5,12.9,1006,66,0.3,8,4,5.2,194.0,94.0,337.0,13.0,2.0,84.0,0.4
阵雨,13.6,11.6,1006,72,0.0,8,4,6.2,117.0,46.0,184.0,12.0,2.0,98.0,0.3
阵雨,13.2,11.2,1006,75,0.2,8,4,4.7,76.0,21.0,101.0,14.0,2.0,96.0,0.4
阵雨,12.0,9.7,1007,85,0.6,2,4,3.5,52.0,31.0,53.0,17.0,2.0,86.0,0.5
阵雨,12.2,10.1,1007,83,0.1,2,1,3.0,60.0,43.0,66.0,16.0,2.0,79.0,0.5
阵雨,11.9,9.4,1007,88,0.6,2,4,3.5,74.0,34.0,97.0,17.0,2.0,68.0,0.5
阵雨,11.5,8.7,1006,88,0.5,2,4,5.1,64.0,44.0,77.0,21.0,2.0,63.0,0.5
阵雨,11.5,9.0,1004,85,0.1,2,4,3.6,56.0,34.0,62.0,19.0,2.0,60.0,0.5
晴,12.2,9.9,1004,77,0.0,2,4,5.4,98.0,73.0,99.0,16.0,2.0,57.0,0.4
晴,12.6,10.6,1004,73,0.0,2,4,4.6,109.0,82.0,125.0,15.0,2.0,59.0,0.4
晴,12.9,11.2,1005,72,0.0,8,4,3.5,73.0,53.0,85.0,17.0,2.0,58.0,0.4
晴,13.7,12.3,1005,66,0.0,2,4,3.6,92.0,68.0,123.0,24.0,2.0,42.0,0.5
晴,13.8,12.5,1005,65,0.0,8,4,3.4,84.0,62.0,106.0,31.0,2.0,33.0,0.5
晴,13.8,12.6,1004,60,0.0,2,4,3.7,87.0,61.0,123.0,26.0,2.0,41.0,0.5
晴,13.1,12.3,1003,63,0.0,8,1,1.3,92.0,68.0,119.0,26.0,2.0,41.0,0.5
晴,10.1,8.1,1001,84,0.0,8,1,1.0,85.0,60.0,119.0,29.0,2.0,35.0,0.5
晴,8.9,6.0,1000,94,0.0,8,1,1.4,69.0,42.0,87.0,25.0,2.0,19.0,0.5
晴,9.0,5.9,999,96,0.0,8,1,1.8,65.0,38.0,80.0,40.0,2.0,2.0,0.6
晴,9.4,6.7,998,96,0.0,8,1,0.9,61.0,40.0,71.0,34.0,2.0,2.0,0.6
晴,14.9,14.7,998,49,0.0,8,1,1.4,50.0,27.0,50.0,33.0,2.0,7.0,0.5
晴,17.8,17.4,998,32,0.0,8,1,3.2,39.0,17.0,39.0,35.0,2.0,10.0,0.6
晴,20.2,19.1,998,23,0.0,8,4,4.1,59.0,42.0,0.0,47.0,2.0,24.0,0.7
晴,21.5,20.7,997,17,0.0,8,4,5.8,19.0,7.0,0.0,26.0,2.0,60.0,0.5
晴,23.9,23.8,996,10,0.0,8,4,7.2,32.0,9.0,0.0,11.0,2.0,101.0,0.3
晴,25.1,20.1,996,9,0.0,8,4,5.8,36.0,25.0,0.0,9.0,2.0,113.0,0.3
晴,25.8,20.8,995,8,0.0,8,4,5.0,68.0,49.0,0.0,8.0,2.0,117.0,0.3
晴,26.2,21.3,994,8,0.0,8,4,4.0,63.0,17.0,75.0,9.0,2.0,112.0,0.2
多云,26.3,21.5,995,8,0.0,8,4,3.7,82.0,27.0,114.0,10.0,2.0,111.0,0.3
多云,25.3,20.7,996,9,0.0,8,4,3.6,86.0,28.0,121.0,10.0,2.0,109.0,0.3
多云,23.8,24.9,997,10,0.0,8,1,1.9,80.0,13.0,110.0,13.0,2.0,105.0,0.3
多云,21.1,21.4,999,15,0.0,8,1,1.1,74.0,17.0,97.0,21.0,2.0,88.0,0.3
多云,14.2,14.6,1000,38,0.0,6,1,0.8,78.0,57.0,95.0,51.0,2.0,29.0,0.5
多云,12.8,13.0,1000,45,0.0,6,1,0.8,61.0,43.0,72.0,77.0,2.0,2.0,0.7
多云,10.8,10.3,1000,55,0.0,2,1,1.1,57.0,40.0,0.0,62.0,2.0,9.0,0.5
多云,9.9,9.2,1001,56,0.0,8,1,1.5,57.0,34.0,63.0,59.0,2.0,11.0,0.5
多云,9.4,8.9,1001,61,0.0,2,1,0.4,60.0,26.0,69.0,67.0,2.0,2.0,0.5
多云,11.0,10.8,1002,56,0.0,8,1,0.4,57.0,40.0,52.0,59.0,2.0,2.0,0.7
多云,18.9,18.8,1002,28,0.0,2,1,1.5,57.0,7.0,63.0,57.0,2.0,2.0,0.7
多云,19.9,19.1,1003,23,0.0,2,1,2.7,26.0,7.0,0.0,52.0,2.0,4.0,0.7
多云,21.7,21.9,1003,19,0.0,2,1,1.8,29.0,20.0,0.0,53.0,4.0,26.0,0.6
多云,24.8,25.9,1003,14,0.0,2,1,2.6,36.0,19.0,36.0,46.0,5.0,41.0,0.7
多云,26.2,22.1,1003,14,0.0,4,1,2.4,64.0,26.0,77.0,68.0,6.0,26.0,0.8
多云,27.1,22.9,1002,14,0.0,6,1,2.6,54.0,11.0,58.0,61.0,5.0,48.0,0.7
多云,27.9,23.1,1001,12,0.0,6,4,4.4,55.0,39.0,0.0,40.0,3.0,82.0,0.4
多云,28.4,23.4,1001,11,0.0,6,4,4.6,55.0,28.0,59.0,25.0,2.0,111.0,0.3
多云,28.0,23.5,1000,12,0.0,6,1,3.1,52.0,36.0,54.0,20.0,2.0,133.0,0.3
多云,27.5,23.2,1000,13,0.0,4,1,2.6,57.0,12.0,64.0,18.0,5.0,153.0,0.4
晴,27.1,23.3,1000,15,0.0,4,1,1.5,60.0,40.0,69.0,19.0,4.0,164.0,0.4
晴,26.5,23.2,1000,18,0.0,4,1,0.8,74.0,38.0,98.0,26.0,5.0,153.0,0.4
晴,25.2,21.3,1000,19,0.0,4,1,3.1,73.0,37.0,96.0,39.0,7.0,135.0,0.5
晴,23.9,25.0,1001,16,0.0,4,1,1.6,73.0,37.0,96.0,39.0,7.0,135.0,0.5
晴,21.5,21.8,1002,21,0.0,2,1,1.3,99.0,74.0,0.0,53.0,11.0,88.0,0.7
晴,20.3,19.9,1003,26,0.0,2,1,1.6,45.0,31.0,37.0,42.0,4.0,62.0,0.5
晴,20.0,19.2,1003,28,0.0,2,1,2.4,72.0,23.0,94.0,45.0,4.0,52.0,0.5
晴,19.5,18.7,1003,31,0.0,2,1,3.2,68.0,27.0,85.0,44.0,6.0,53.0,0.6
晴,18.9,18.0,1002,32,0.0,2,4,4.5,68.0,27.0,85.0,44.0,6.0,53.0,0.6
晴,18.7,18.1,1002,30,0.0,2,1,3.3,77.0,35.0,103.0,76.0,9.0,7.0,0.6
晴,18.4,18.2,1001,31,0.0,4,1,2.0,59.0,42.0,0.0,37.0,10.0,56.0,0.6
多云,18.7,18.1,1003,31,0.0,2,1,3.3,69.0,50.0,84.0,49.0,24.0,52.0,1.5
多云,18.8,18.2,1003,34,0.0,2,1,3.2,62.0,44.0,66.0,56.0,32.0,48.0,1.9
多云,19.4,18.3,1003,36,0.0,2,4,4.9,105.0,79.0,0.0,58.0,36.0,47.0,1.9
多云,20.4,19.7,1002,36,0.0,2,1,2.9,75.0,48.0,99.0,46.0,30.0,68.0,1.5
多云,21.8,21.4,1000,36,0.0,2,1,3.1,70.0,47.0,89.0,32.0,23.0,108.0,1.3
多云,23.0,23.1,999,37,0.0,4,1,2.5,113.0,85.0,0.0,29.0,21.0,134.0,1.1
晴,22.7,22.9,999,43,0.0,4,1,1.4,90.0,67.0,111.0,34.0,20.0,144.0,1.2
晴,22.1,21.9,999,47,0.0,5,1,2.0,86.0,55.0,121.0,35.0,20.0,151.0,1.2
晴,20.6,20.2,1000,53,0.0,4,1,1.3,90.0,67.0,123.0,39.0,19.0,150.0,1.2
晴,19.2,18.6,1001,61,0.0,2,1,1.7,119.0,90.0,149.0,45.0,17.0,135.0,1.3
晴,18.3,17.8,1003,64,0.0,8,1,1.2,119.0,90.0,149.0,45.0,17.0,135.0,1.3
晴,21.5,21.1,1003,9,0.0,8,4,4.2,117.0,88.0,0.0,40.0,7.0,81.0,1.1
晴,20.2,18.6,1004,9,0.0,8,4,6.8,184.0,48.0,318.0,9.0,2.0,105.0,0.2
晴,19.0,17.2,1004,12,0.0,8,6,10.6,500.0,184.0,762.0,6.0,2.0,107.0,0.2
晴,18.3,17.5,1006,14,0.0,8,4,5.7,500.0,273.0,1000.0,5.0,2.0,102.0,0.2
晴,17.9,17.4,1006,15,0.0,8,4,4.5,500.0,319.0,1000.0,6.0,2.0,86.0,0.2
晴,16.9,16.1,1007,20,0.0,8,4,7.0,500.0,318.0,1000.0,5.0,2.0,82.0,0.2
晴,15.2,15.3,1008,25,0.0,8,1,2.9,229.0,88.0,370.0,5.0,2.0,87.0,0.2
晴,15.3,15.1,1008,26,0.0,8,4,4.0,91.0,39.0,132.0,6.0,2.0,87.0,0.2
晴,16.1,16.0,1009,27,0.0,8,1,3.2,74.0,28.0,97.0,7.0,2.0,87.0,0.2
晴,16.9,16.5,1009,26,0.0,8,4,4.0,66.0,20.0,82.0,11.0,2.0,83.0,0.3
晴,18.3,17.3,1009,23,0.0,8,4,6.4,64.0,34.0,78.0,12.0,2.0,82.0,0.3
晴,19.5,18.2,1009,23,0.0,8,4,5.9,51.0,10.0,52.0,10.0,2.0,87.0,0.3
晴,20.6,19.7,1009,22,0.0,8,4,4.5,48.0,4.0,48.0,9.0,2.0,90.0,0.3
晴,21.8,21.5,1008,20,0.0,8,4,3.8,39.0,22.0,39.0,8.0,2.0,94.0,0.3
晴,24.3,25.0,1006,17,0.0,8,1,3.3,34.0,9.0,25.0,7.0,2.0,107.0,0.2
晴,24.9,25.9,1006,15,0.0,8,1,3.0,55.0,39.0,0.0,9.0,2.0,105.0,0.2
晴,25.3,21.3,1006,14,0.0,8,1,2.5,33.0,14.0,20.0,9.0,2.0,104.0,0.2
晴,24.8,25.9,1007,13,0.0,8,1,2.5,32.0,3.0,27.0,11.0,2.0,100.0,0.2
晴,22.2,22.5,1010,12,0.0,8,1,2.3,50.0,35.0,43.0,19.0,2.0,76.0,0.3
晴,21.4,21.3,1011,13,0.0,8,1,2.8,39.0,27.0,35.0,19.0,2.0,74.0,0.3
晴,21.3,21.0,1011,12,0.0,8,1,3.2,42.0,9.0,42.0,23.0,2.0,69.0,0.3
晴,20.7,20.3,1012,13,0.0,8,1,2.6,35.0,4.0,35.0,18.0,2.0,75.0,0.2
晴,19.6,19.2,1013,14,0.0,8,1,2.0,38.0,17.0,38.0,12.0,2.0,84.0,0.2
晴,17.5,18.2,1013,17,0.0,8,1,0.7,43.0,9.0,43.0,16.0,2.0,78.0,0.2
晴,13.1,13.8,1015,36,0.0,2,1,0.6,35.0,24.0,27.0,27.0,2.0,43.0,0.3
晴,18.8,19.0,1015,23,0.0,8,1,0.9,53.0,33.0,56.0,35.0,2.0,30.0,0.3
晴,20.9,20.7,1015,15,0.0,8,1,2.1,39.0,3.0,39.0,51.0,2.0,12.0,0.5
晴,22.2,22.5,1016,13,0.0,8,1,2.2,26.0,18.0,0.0,39.0,2.0,45.0,0.4
晴,22.9,23.3,1016,12,0.0,6,1,3.1,22.0,15.0,0.0,23.0,2.0,70.0,0.3
晴,24.3,25.7,1015,10,0.0,4,1,1.5,53.0,37.0,0.0,11.0,2.0,93.0,0.2
晴,24.2,25.4,1015,9,0.0,8,1,2.1,32.0,7.0,28.0,11.0,2.0,100.0,0.2
晴,25.0,26.4,1014,8,0.0,4,1,2.4,34.0,3.0,5.0,12.0,2.0,108.0,0.2
晴,26.1,21.9,1013,8,0.0,6,1,1.6,43.0,30.0,0.0,13.0,2.0,117.0,0.2
晴,25.8,21.2,1012,10,0.0,6,4,3.8,39.0,3.0,30.0,15.0,2.0,123.0,0.3
晴,26.0,20.8,1012,12,0.0,6,4,7.3,75.0,55.0,0.0,15.0,2.0,142.0,0.2
晴,25.4,20.8,1011,11,0.0,6,4,4.1,47.0,25.0,35.0,13.0,2.0,150.0,0.2
晴,21.3,21.1,1012,19,0.0,6,1,2.5,60.0,37.0,69.0,19.0,2.0,142.0,0.3
晴,20.0,19.0,1013,24,0.0,4,1,2.9,65.0,37.0,80.0,34.0,2.0,114.0,0.4
晴,17.9,17.8,1013,31,0.0,4,1,1.8,81.0,25.0,111.0,55.0,8.0,64.0,0.6
晴,16.3,16.1,1012,36,0.0,4,1,2.5,78.0,17.0,105.0,64.0,11.0,39.0,0.7
晴,14.8,14.6,1011,43,0.0,6,1,2.0,88.0,34.0,125.0,69.0,10.0,23.0,0.7
晴,12.3,12.0,1011,54,0.0,4,1,0.9,90.0,67.0,124.0,75.0,9.0,2.0,0.9
晴,13.4,13.3,1011,53,0.0,8,1,0.7,94.0,70.0,103.0,70.0,7.0,2.0,1.0
晴,16.5,16.5,1011,46,0.0,6,1,1.0,96.0,56.0,141.0,67.0,8.0,2.0,1.1
晴,17.6,17.3,1011,42,0.0,6,1,1.8,87.0,54.0,124.0,67.0,21.0,3.0,1.2
晴,19.5,18.9,1011,39,0.0,6,1,2.2,83.0,55.0,116.0,71.0,27.0,14.0,0.9
晴,23.4,23.4,1010,33,0.0,6,4,3.6,149.0,114.0,189.0,76.0,50.0,38.0,1.3
晴,25.0,25.2,1009,31,0.0,6,4,5.0,129.0,98.0,157.0,51.0,45.0,84.0,1.1
晴,25.8,22.2,1007,32,0.0,6,4,5.1,182.0,137.0,0.0,22.0,27.0,142.0,0.8
晴,24.8,24.7,1006,36,0.0,6,4,5.9,95.0,65.0,139.0,16.0,14.0,165.0,0.7
小雨,24.1,23.9,1005,36,0.0,6,4,5.7,102.0,76.0,143.0,18.0,21.0,175.0,0.8
小雨,23.0,22.5,1006,38,0.0,6,4,5.4,105.0,78.0,160.0,21.0,27.0,175.0,0.8
小雨,21.9,21.1,1006,41,0.0,6,4,5.5,99.0,74.0,115.0,20.0,19.0,176.0,0.9
小雨,21.0,20.3,1006,44,0.0,6,4,3.6,84.0,48.0,117.0,22.0,12.0,149.0,0.7
小雨,20.4,19.3,1007,45,0.0,6,4,4.5,100.0,48.0,150.0,23.0,11.0,138.0,0.6
小雨,19.5,18.7,1007,48,0.0,6,1,3.0,85.0,39.0,119.0,25.0,10.0,118.0,0.5
小雨,18.5,17.7,1007,52,0.0,6,1,3.3,78.0,25.0,106.0,28.0,8.0,100.0,0.4
小雨,17.6,17.0,1008,54,0.0,6,1,2.2,69.0,29.0,88.0,30.0,6.0,86.0,0.4
小雨,16.8,16.1,1008,57,0.0,6,1,2.2,67.0,34.0,83.0,34.0,8.0,71.0,0.5
小雨,15.1,14.6,1008,63,0.0,4,1,0.9,56.0,29.0,61.0,33.0,7.0,62.0,0.5
小雨,15.4,15.1,1008,61,0.0,6,1,0.6,69.0,50.0,64.0,31.0,6.0,53.0,0.6
小雨,16.6,16.3,1008,57,0.0,2,1,1.0,63.0,36.0,75.0,42.0,5.0,33.0,0.7
小雨,19.4,19.0,1009,51,0.0,2,1,1.2,65.0,47.0,75.0,47.0,6.0,25.0,0.8
小雨,20.4,20.0,1009,48,0.0,2,1,1.4,79.0,58.0,80.0,55.0,11.0,38.0,0.7
小雨,21.1,20.7,1009,45,0.0,2,1,2.0,72.0,34.0,94.0,49.0,10.0,54.0,0.7
小雨,19.9,18.8,1009,56,0.0,8,4,4.0,100.0,53.0,149.0,21.0,4.0,105.0,0.5
小雨,19.6,18.9,1008,61,0.0,2,1,2.1,57.0,24.0,64.0,18.0,2.0,85.0,0.4
小雨,19.5,18.4,1008,54,0.0,2,4,4.1,52.0,15.0,53.0,15.0,2.0,89.0,0.4
晴,18.9,17.8,1008,55,0.0,2,4,4.3,42.0,29.0,0.0,16.0,2.0,92.0,0.4
晴,18.9,17.7,1007,54,0.0,2,4,5.0,46.0,32.0,0.0,16.0,2.0,93.0,0.4
晴,18.8,18.1,1008,54,0.0,2,1,2.6,33.0,23.0,0.0,19.0,2.0,95.0,0.4
晴,18.0,17.6,1008,55,0.0,2,1,1.3,57.0,35.0,63.0,29.0,2.0,80.0,0.5
晴,16.7,16.2,1008,61,0.0,2,1,1.1,62.0,25.0,74.0,35.0,2.0,62.0,0.6
晴,14.9,14.3,1008,69,0.0,6,1,0.5,62.0,38.0,73.0,42.0,2.0,39.0,0.6
晴,14.2,13.3,1008,74,0.0,6,1,0.7,60.0,33.0,70.0,47.0,2.0,24.0,0.7
晴,13.8,12.6,1008,79,0.0,2,1,0.9,58.0,41.0,65.0,70.0,2.0,2.0,0.8
晴,13.4,11.9,1008,83,0.0,2,1,1.1,54.0,38.0,44.0,70.0,2.0,2.0,0.7
晴,11.7,9.7,1007,91,0.0,8,1,0.8,64.0,46.0,0.0,73.0,2.0,2.0,0.8
晴,14.9,14.0,1008,76,0.0,2,1,0.7,38.0,26.0,30.0,64.0,2.0,2.0,0.6
晴,17.2,16.6,1008,65,0.0,2,1,1.3,54.0,38.0,47.0,60.0,2.0,2.0,0.6
晴,19.4,18.8,1008,54,0.0,8,1,1.8,42.0,29.0,0.0,47.0,2.0,19.0,0.6
晴,21.6,21.4,1007,41,0.0,2,1,2.1,48.0,33.0,44.0,43.0,2.0,36.0,0.7
晴,24.9,25.7,1006,27,0.0,8,1,2.4,27.0,15.0,20.0,30.0,2.0,84.0,0.5
晴,25.8,22.8,1006,27,0.0,8,1,1.3,35.0,4.0,9.0,22.0,2.0,112.0,0.5
晴,27.0,23.3,1004,22,0.0,6,1,2.4,48.0,33.0,0.0,21.0,2.0,127.0,0.5
晴,27.1,23.4,1004,23,0.0,6,1,2.6,57.0,38.0,63.0,19.0,2.0,140.0,0.5
晴,27.7,23.8,1003,23,0.0,6,4,3.4,73.0,22.0,75.0,14.0,3.0,178.0,0.5
晴,27.1,23.7,1003,26,0.0,4,1,2.1,74.0,54.0,98.0,14.0,3.0,179.0,0.5
阴,26.5,23.1,1002,27,0.0,6,1,2.6,76.0,33.0,101.0,15.0,3.0,176.0,0.4
阴,25.4,21.8,1002,30,0.0,6,4,4.7,83.0,42.0,115.0,17.0,3.0,175.0,0.5
阴,22.6,22.6,1003,44,0.0,6,1,1.7,111.0,52.0,172.0,36.0,11.0,154.0,0.7
阴,21.6,21.3,1003,48,0.0,6,1,2.0,103.0,66.0,155.0,38.0,13.0,152.0,0.7
阴,21.4,20.9,1003,51,0.0,6,1,2.6,94.0,68.0,137.0,38.0,11.0,146.0,0.7
阴,20.7,20.0,1003,55,0.0,6,1,2.5,100.0,75.0,144.0,39.0,12.0,138.0,0.7
阴,20.3,19.5,1002,56,0.0,6,1,2.4,100.0,75.0,144.0,39.0,12.0,138.0,0.7
阴,19.7,18.8,1001,61,0.0,6,1,2.9,132.0,100.0,130.0,35.0,23.0,108.0,0.8
阴,18.5,17.6,1000,68,0.0,6,1,2.6,168.0,127.0,153.0,34.0,21.0,100.0,0.9
阴,18.1,17.1,1000,71,0.0,6,1,2.5,186.0,140.0,160.0,31.0,18.0,106.0,1.0
多云,21.1,20.3,999,61,0.0,6,4,3.5,190.0,143.0,149.0,34.0,13.0,102.0,1.0
多云,22.6,21.9,998,58,0.0,6,4,4.1,189.0,142.0,166.0,32.0,15.0,101.0,1.0
多云,23.7,23.2,998,55,0.0,6,4,4.6,208.0,158.0,185.0,33.0,18.0,112.0,1.2
多云,24.7,24.5,997,53,0.0,6,4,4.4,219.0,169.0,206.0,28.0,20.0,137.0,1.2
多云,26.3,24.0,996,48,0.0,6,1,2.8,241.0,191.0,0.0,20.0,18.0,178.0,1.3
多云,25.7,23.9,995,51,0.0,6,1,1.5,225.0,175.0,187.0,22.0,18.0,189.0,1.3
多云,26.0,23.9,994,52,0.0,6,1,3.3,232.0,182.0,186.0,25.0,16.0,191.0,1.3
阴,26.5,24.7,994,52,0.0,6,1,1.7,220.0,170.0,187.0,26.0,18.0,193.0,1.4
阴,25.5,24.0,994,55,0.0,2,1,0.8,200.0,150.0,196.0,29.0,11.0,180.0,1.1
阴,24.8,25.0,994,59,0.0,2,1,1.2,189.0,142.0,185.0,35.0,8.0,151.0,1.2
阴,24.6,24.5,994,60,0.0,2,1,2.2,206.0,156.0,177.0,39.0,5.0,106.0,1.4
阴,21.7,20.8,992,79,0.8,4,1,3.3,243.0,193.0,0.0,58.0,9.0,93.0,1.6
阴,21.8,21.2,994,79,0.0,8,1,1.3,195.0,146.0,264.0,41.0,7.0,98.0,1.4
阴,20.7,19.7,995,83,0.1,8,4,3.5,226.0,176.0,191.0,51.0,2.0,45.0,1.6
阴,18.5,17.2,997,76,2.3,8,4,4.8,259.0,209.0,0.0,35.0,2.0,77.0,1.4
阴,18.5,17.1,999,55,0.0,2,4,6.9,43.0,30.0,0.0,12.0,2.0,79.0,0.4
阴,14.6,13.0,1002,82,0.9,2,1,2.3,27.0,13.0,0.0,11.0,2.0,85.0,0.3
多云,14.8,13.3,1002,84,0.0,2,1,1.5,27.0,13.0,0.0,11.0,2.0,85.0,0.3
多云,15.8,15.0,1003,69,0.0,8,1,1.2,19.0,11.0,0.0,18.0,2.0,60.0,0.4
多云,17.7,16.9,1005,45,0.0,8,4,4.1,37.0,8.0,37.0,27.0,2.0,44.0,0.5
多云,17.1,16.4,1007,38,0.0,8,4,4.4,53.0,37.0,0.0,23.0,2.0,55.0,0.5
阴,16.8,16.0,1009,37,0.0,8,4,5.2,25.0,17.0,0.0,16.0,2.0,67.0,0.4
阴,16.9,16.0,1010,33,0.0,8,4,6.1,24.0,10.0,0.0,14.0,2.0,74.0,0.4
阴,17.6,17.4,1010,28,0.0,8,1,2.7,36.0,25.0,0.0,12.0,2.0,81.0,0.4
阴,20.6,19.4,1010,22,0.0,8,4,5.8,40.0,28.0,0.0,12.0,2.0,83.0,0.3
阴,21.2,20.7,1010,19,0.0,2,4,3.8,29.0,3.0,5.0,10.0,2.0,90.0,0.3
多云,21.4,20.9,1011,17,0.0,8,4,4.2,30.0,3.0,5.0,9.0,2.0,95.0,0.3
多云,21.2,20.9,1011,17,0.0,8,1,2.8,31.0,3.0,9.0,9.0,2.0,98.0,0.3
多云,12.2,11.9,1015,57,0.0,4,1,0.6,67.0,7.0,84.0,49.0,2.0,26.0,0.7
多云,11.9,11.6,1015,54,0.0,6,1,1.0,67.0,7.0,84.0,49.0,2.0,26.0,0.7
多云,9.5,8.4,1016,70,0.0,8,1,0.6,81.0,56.0,112.0,57.0,2.0,2.0,2.0
多云,8.7,7.3,1016,73,0.0,2,1,0.6,73.0,48.0,96.0,56.0,2.0,2.0,1.2
多云,8.0,6.3,1018,77,0.0,2,1,0.6,57.0,40.0,62.0,50.0,2.0,2.0,1.1
多云,10.6,9.7,1018,67,0.0,6,1,0.6,28.0,14.0,26.0,55.0,2.0,2.0,0.9
晴,14.7,14.8,1019,48,0.0,2,1,0.6,69.0,21.0,87.0,50.0,2.0,2.0,1.1
晴,17.2,17.3,1019,41,0.0,6,1,1.0,69.0,50.0,0.0,54.0,2.0,2.0,1.1
晴,21.0,20.6,1019,30,0.0,6,1,2.5,110.0,83.0,119.0,83.0,3.0,7.0,1.0
晴,22.9,22.7,1018,21,0.0,6,4,4.8,75.0,55.0,69.0,87.0,4.0,19.0,0.9
晴,23.5,23.5,1017,22,0.0,6,4,4.8,53.0,37.0,0.0,30.0,4.0,83.0,0.5
晴,24.0,24.0,1016,22,0.0,6,4,5.7,52.0,36.0,51.0,19.0,3.0,104.0,0.4
晴,23.9,23.9,1015,22,0.0,6,4,5.7,63.0,15.0,75.0,19.0,6.0,122.0,0.4
晴,24.0,24.2,1015,24,0.0,6,4,4.3,88.0,65.0,77.0,20.0,15.0,130.0,0.5
晴,23.3,23.3,1015,23,0.0,6,4,4.6,65.0,31.0,79.0,19.0,15.0,141.0,0.7
阵雨,22.5,22.1,1014,24,0.0,6,4,5.3,76.0,31.0,102.0,20.0,17.0,157.0,0.8
阵雨,22.0,21.8,1014,27,0.0,6,1,3.1,65.0,39.0,79.0,23.0,14.0,144.0,0.7
阵雨,21.3,21.2,1015,29,0.0,6,1,2.0,57.0,21.0,64.0,20.0,5.0,135.0,0.4
阵雨,20.4,20.0,1015,32,0.0,6,1,1.8,63.0,28.0,76.0,25.0,3.0,122.0,0.4
阵雨,19.9,19.1,1016,31,0.0,6,1,2.8,66.0,38.0,81.0,35.0,3.0,101.0,0.5
阵雨,19.3,18.6,1015,35,0.0,6,1,3.1,57.0,32.0,64.0,51.0,3.0,74.0,0.6
阵雨,19.0,18.3,1015,37,0.0,6,1,3.2,67.0,41.0,84.0,57.0,4.0,61.0,0.6
阵雨,18.2,17.8,1015,42,0.0,6,1,2.2,70.0,43.0,90.0,66.0,4.0,41.0,0.7
阵雨,17.0,16.3,1014,53,0.0,6,1,2.6,66.0,42.0,82.0,63.0,4.0,39.0,0.7
阵雨,14.8,13.4,1015,61,0.1,6,4,5.0,61.0,40.0,71.0,49.0,6.0,57.0,0.6
阵雨,12.7,10.8,1015,76,1.0,6,4,3.5,87.0,54.0,124.0,34.0,6.0,67.0,0.6
阵雨,12.7,11.1,1014,82,0.0,6,1,1.2,33.0,14.0,25.0,13.0,2.0,105.0,0.4
小雨,13.0,11.6,1014,80,0.0,6,1,1.1,35.0,24.0,0.0,24.0,2.0,88.0,0.5
小雨,12.3,10.1,1015,89,0.1,6,1,2.3,45.0,31.0,42.0,39.0,2.0,54.0,0.7
